"id","natemis_number","name","natemis_quintile","natemis_province_id"
101321605,101321605,"BELVUE PRIMARY SCHOOL","Q5","base.state_za_wc"
101321729,101321729,"SYMPHONY PRIMARY SCHOOL","Q4","base.state_za_wc"
101321761,101321761,"ACCORDIONSTRAAT PRIMARY SCHOOL","Q4","base.state_za_wc"
101321788,101321788,"WATSONIA PRIMARY SCHOOL","Q5","base.state_za_wc"
101321885,101321885,"MATROOSBERGWEG PRIMARY SCHOOL","Q4","base.state_za_wc"
101321990,101321990,"THE VALLEY PRIMﾊRE SKOOL","Q3","base.state_za_wc"
101322024,101322024,"DR. VAN DER ROSS PRIMARY SCHOOL","Q4","base.state_za_wc"
101322067,101322067,"RIEBEECKSTRAAT PRIMARY SCHOOL","Q4","base.state_za_wc"
101323039,101323039,"SCOTTSDENE HIGH SCHOOL","Q5","base.state_za_wc"
101323349,101323349,"BELLVILLE-SUID SEKONDﾊR","Q4","base.state_za_wc"
101323373,101323373,"FLORIDA SEKONDﾊR","Q4","base.state_za_wc"
101323500,101323500,"BELHAR SEKONDﾊR","Q5","base.state_za_wc"
101323586,101323586,"KASSELSVLEI KOMPREHENSIEWE HOﾋRSKOOL","Q4","base.state_za_wc"
101323616,101323616,"EXCELSIOR SEKONDﾊR","Q4","base.state_za_wc"
101323624,101323624,"RAVENSMEAD SEKONDﾊR","Q4","base.state_za_wc"
101323632,101323632,"SCOTTSVILLE SEKONDﾊR","Q5","base.state_za_wc"
101323659,101323659,"SYMPHONY SEKONDﾊR","Q4","base.state_za_wc"
101323764,101323764,"BERNADINO HEIGHTS SEKONDﾊR","Q5","base.state_za_wc"
101323772,101323772,"PERSEVERANCE SEK","Q4","base.state_za_wc"
101326003,101326003,"ST. AUGUSTINE'S RC PRIMARY SCHOOL PAROW","Q5","base.state_za_wc"
101326615,101326615,"KRAAIFONTEIN AME PRIMﾊRE SKOOL","Q4","base.state_za_wc"
101327956,101327956,"TREVOR MANUEL PRIMARY SCHOOL","Q1","base.state_za_wc"
101327972,101327972,"VISSERSHOK PRIMﾊRE SKOOL","Q3","base.state_za_wc"
101328197,101328197,"ATTIE VAN WYK VGK PRIMﾊRE SKOOL","Q3","base.state_za_wc"
102006062,102006062,"AKASIAPARK LAERSKOOL","Q4","base.state_za_wc"
102007105,102007105,"CANNONS CREEK SCHOOL","Q5","base.state_za_wc"
102007204,102007204,"EMMANUEL CHRISTIAN ACADEMY","N/A","base.state_za_wc"
102008092,102008092,"KING'S SCHOOL","Q5","base.state_za_wc"
102008285,102008285,"ABEILLE RUCHE SCHOOL","Q2","base.state_za_wc"
102008367,102008367,"CHAMELEON SCHOOLS-GOODWOOD","Q5","base.state_za_wc"
102008374,102008374,"MOUNTAIN VIEW ACADEMY","Q2","base.state_za_wc"
102041321,102041321,"IKAMVALETHU SECONDARY SCHOOL","Q3","base.state_za_wc"
102041344,102041344,"SIGCAWU PUBLIC PRIMARY SCHOOL","Q2","base.state_za_wc"
102042103,102042103,"LANGA SECONDARY SCHOOL","Q3","base.state_za_wc"
102042104,102042104,"ISILIMELA SECONDARY SCHOOL","Q3","base.state_za_wc"
102042218,102042218,"KULANI SECONDARY SCHOOL","Q3","base.state_za_wc"
102042308,102042308,"MOKONE PRIMARY SCHOOL","Q3","base.state_za_wc"
102042309,102042309,"MOSHESH PRIMARY SCHOOL","Q3","base.state_za_wc"
102042310,102042310,"SIYABULELA PRIMARY SCHOOL","Q3","base.state_za_wc"
102042312,102042312,"THEMBANI PRIMARY SCHOOL","Q3","base.state_za_wc"
102042315,102042315,"ZIMASA PRIMARY SCHOOL","Q3","base.state_za_wc"
102062450,102062450,"CRAVENBY SECONDARY SCHOOL","Q5","base.state_za_wc"
102308211,102308211,"VRIJZEE VOORBEREIDINGSKOOL","Q5","base.state_za_wc"
102309211,102309211,"BOSMANSDAM PRIMARY SCHOOL","Q5","base.state_za_wc"
102309232,102309232,"DE VRIJE ZEE PRIMARY SCHOOL","Q5","base.state_za_wc"
102309238,102309238,"EDGEMEAD PRIMARY SCHOOL","Q5","base.state_za_wc"
102309255,102309255,"GOODWOOD PARK PRIMARY SCHOOL","Q5","base.state_za_wc"
102309279,102309279,"KOOS SADIE PRIMARY SCHOOL","Q5","base.state_za_wc"
102309299,102309299,"MONTE VISTA PRIMARY SCHOOL","Q5","base.state_za_wc"
102309319,102309319,"PINEHURST PRIMARY SCHOOL","Q5","base.state_za_wc"
102309320,102309320,"THE PINELANDS PRIMARY SCHOOL","Q5","base.state_za_wc"
102309321,102309321,"PINELANDS NORTH PRIMARY SCHOOL","Q5","base.state_za_wc"
102309358,102309358,"THORNTON PRIMARY SCHOOL","Q5","base.state_za_wc"
102309377,102309377,"WOLRAAD WOLTEMADE PRIMARY SCHOOL","Q5","base.state_za_wc"
102310204,102310204,"BOSMANSDAM HOﾋRSKOOL","Q5","base.state_za_wc"
102310219,102310219,"GOODWOOD KOLLEGE","Q4","base.state_za_wc"
102310230,102310230,"EDGEMEAD HIGH SCHOOL","Q5","base.state_za_wc"
102310231,102310231,"FAIRBAIRN COLLEGE","Q5","base.state_za_wc"
102310245,102310245,"J.G. MEIRING HOﾋRSKOOL","Q5","base.state_za_wc"
102310278,102310278,"PINELANDS HIGH SCHOOL","Q5","base.state_za_wc"
102310280,102310280,"PRESIDENT HOﾋRSKOOL","Q5","base.state_za_wc"
102320560,102320560,"EURECON PRIMARY SCHOOL","Q4","base.state_za_wc"
102323934,102323934,"ESANGWENI SECONDARY SCHOOL","Q2","base.state_za_wc"
102480037,102480037,"ARCADIA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480061,102480061,"BALVENIE PRIMARY SCHOOL","Q4","base.state_za_wc"
102480088,102480088,"BERGSIG PRIMARY SCHOOL","Q4","base.state_za_wc"
102480096,102480096,"BERGVILLE PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480126,102480126,"BISHOP LAVIS PRIMARY SCHOOL","Q4","base.state_za_wc"
102480169,102480169,"BRAMBLE WAY PRIMARY SCHOOL","Q4","base.state_za_wc"
102480177,102480177,"BOUNDARY PRIMARY SCHOOL","Q4","base.state_za_wc"
102480185,102480185,"CEDAR PRIMARY SCHOOL","Q4","base.state_za_wc"
102480193,102480193,"CENTRAL PARK PRIMARY SCHOOL","Q4","base.state_za_wc"
102480215,102480215,"CLARKE PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480223,102480223,"C.L. WILMOT PRIMARY SCHOOL","Q3","base.state_za_wc"
102480266,102480266,"DISA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480304,102480304,"EDWARD PRIMARY SCHOOL","Q4","base.state_za_wc"
102480312,102480312,"ELNOR PRIMARY SCHOOL","Q4","base.state_za_wc"
102480339,102480339,"ELSBURY PRIMARY SCHOOL","Q4","base.state_za_wc"
102480347,102480347,"ELDENE PRIMARY SCHOOL","Q4","base.state_za_wc"
102480355,102480355,"ELSWOOD PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480363,102480363,"EUREKA PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480398,102480398,"GREENLANDS PRIMARY SCHOOL","Q4","base.state_za_wc"
102480436,102480436,"HELDERBERG PRIMARY SCHOOL","Q4","base.state_za_wc"
102480444,102480444,"HILLSIDE PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480452,102480452,"J.S. KLOPPER PRIMARY SCHOOL","Q4","base.state_za_wc"
102480460,102480460,"KALKSTEENFONTEIN PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480479,102480479,"VALPARK PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480487,102480487,"PARKVALE PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480509,102480509,"KLIPFONTEIN PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480517,102480517,"LAVISRYLAAN PRIMARY SCHOOL","Q4","base.state_za_wc"
102480525,102480525,"LEONSDALE PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480541,102480541,"MATROOSFONTEIN PRIMARY SCHOOL","Q4","base.state_za_wc"
102480568,102480568,"MIMOSA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480576,102480576,"MONTANA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480584,102480584,"NERINA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480592,102480592,"NOOITGEDACHT PRIMARY SCHOOL","Q4","base.state_za_wc"
102480614,102480614,"NORWOOD SENTRAAL PRIMARY SCHOOL","Q4","base.state_za_wc"
102480657,102480657,"PROTEA PRIMARY SCHOOL (BONTEHEUWEL)","Q4","base.state_za_wc"
102480665,102480665,"RANGE PRIMARY SCHOOL","Q4","base.state_za_wc"
102480703,102480703,"RIVERTON PRIMﾊRE SKOOL","Q4","base.state_za_wc"
102480711,102480711,"ROSEWOOD PRIMARY SCHOOL","Q4","base.state_za_wc"
102480835,102480835,"TYGERSIG PRIMﾊRE SKOOL","Q3","base.state_za_wc"
102480843,102480843,"UITSIG PRIMﾊRE SKOOL","Q3","base.state_za_wc"
102480851,102480851,"VALHALLA PRIMARY SCHOOL","Q4","base.state_za_wc"
102480975,102480975,"MONTEVIDEO PRIMARY SCHOOL","Q4","base.state_za_wc"
102483338,102483338,"ARCADIA SENIOR SEKONDﾊRE SKOOL","Q4","base.state_za_wc"
102483354,102483354,"BEAUVALLON SEKONDﾊR","Q4","base.state_za_wc"
102483370,102483370,"BISHOP LAVIS SEKONDﾊR","Q4","base.state_za_wc"
102483389,102483389,"BONTEHEUWEL SEKONDﾊR","Q4","base.state_za_wc"
102483419,102483419,"ELSIESRIVIER SEKONDﾊR","Q4","base.state_za_wc"
102483427,102483427,"ELSWOOD SEKONDﾊR","Q4","base.state_za_wc"
102483478,102483478,"JOHN RAMSAY HOﾋRSKOOL","Q4","base.state_za_wc"
102483508,102483508,"MODDERDAM SEKONDﾊR","Q4","base.state_za_wc"
102483532,102483532,"RANGE SEKONDﾊR","Q4","base.state_za_wc"
102483575,102483575,"VALHALLA SEKONDﾊRE SKOOL","Q4","base.state_za_wc"
102483591,102483591,"ST. ANDREW'S SEKONDﾊR","Q4","base.state_za_wc"
102483605,102483605,"ZOLA SENIOR SECONDARY SCHOOL","Q3","base.state_za_wc"
102486035,102486035,"MATROOSBERG HOLY TRINITY RC PRIMARY SCH","Q4","base.state_za_wc"
102489220,102489220,"MARIAN RC SECONDARY SCHOOL","Q4","base.state_za_wc"
103000802,103000802,"CBC ST. JOHN'S PARKLANDS","Q5","base.state_za_wc"
103000803,103000803,"DEUTSCHE INTERNATIONALE SCHULE KAPSTADT","Q2","base.state_za_wc"
103000806,103000806,"HERZLIA HIGH SCHOOL","N/A","base.state_za_wc"
103000807,103000807,"HERZLIA HIGHLANDS PRIMARY SCHOOL","Q2","base.state_za_wc"
103000808,103000808,"HILLCREST SCHOOL","Q2","base.state_za_wc"
103000809,103000809,"HOLY CROSS HIGH SCHOOL (MAITLAND)","N/A","base.state_za_wc"
103000810,103000810,"HOLY CROSS CONVENT (BROOKLYN)","Q5","base.state_za_wc"
103000811,103000811,"HERZLIA WEIZMANN PRIMARY SCHOOL","Q2","base.state_za_wc"
103000818,103000818,"ST. CYPRIAN'S SCHOOL","Q5","base.state_za_wc"
103000819,103000819,"ST. GEORGE'S GRAMMAR SCHOOL","Q5","base.state_za_wc"
103000956,103000956,"STEPPING STONES MONTESSORI SCHOOL","Q5","base.state_za_wc"
103007206,103007206,"WEST COAST CHRISTIAN SCHOOL","Q5","base.state_za_wc"
103007218,103007218,"SOPHAKAMA PRIMARY SCHOOL","Q3","base.state_za_wc"
103007232,103007232,"PARKLANDS COLLEGE","Q5","base.state_za_wc"
103007277,103007277,"ELKANAH HOUSE","Q5","base.state_za_wc"
103007365,103007365,"HIDAYATUL ISLAM COLLEGE","Q5","base.state_za_wc"
103007427,103007427,"SUNNINGDALE PRIVATE SCHOOL","N/A","base.state_za_wc"
103007511,103007511,"Y2K COLLEGE","N/A","base.state_za_wc"
103007995,103007995,"DU NOON PRIMARY SCHOOL","Q3","base.state_za_wc"
103008009,103008009,"BLOUBERGRANT SECONDARY SCHOOL","Q5","base.state_za_wc"
103008011,103008011,"WEST RIDING PRIMARY SCHOOL","Q4","base.state_za_wc"
103008183,103008183,"INTERNATIONAL SCHOOL OF HOUT BAY","Q5","base.state_za_wc"
103008272,103008272,"BLOUBERG INTERNATIONAL ACADEMY","Q5","base.state_za_wc"
103008276,103008276,"CAPE TOWN STUDIES AND TOURS","N/A","base.state_za_wc"
103008281,103008281,"RIVERSIDE COLLEGE","Q5","base.state_za_wc"
103008403,103008403,"PHYLLIS JOWELL JEWISH DAY SCHOOL","Q5","base.state_za_wc"
103303206,103303206,"OUDE MOLEN HTS.","Q5","base.state_za_wc"
103304603,103304603,"ST. AGNES'S PRIMARY SCHOOL","Q5","base.state_za_wc"
103304605,103304605,"ST. MARY'S PRIMARY SCHOOL (GARDENS)","Q5","base.state_za_wc"
103307200,103307200,"GARDENS COMMERCIAL HIGH SCHOOL","Q5","base.state_za_wc"
103308214,103308214,"YSTERPLAAT JUNIOR PRIMARY SCHOOL","Q4","base.state_za_wc"
103309210,103309210,"BLOUBERG RIDGE PRIMARY SCHOOL","Q5","base.state_za_wc"
103309222,103309222,"CAMPS BAY PRIMARY SCHOOL","Q5","base.state_za_wc"
103309241,103309241,"ELLERTON PRIMARY SCHOOL","Q5","base.state_za_wc"
103309254,103309254,"GOOD HOPE SEMINARY JUNIOR","Q5","base.state_za_wc"
103309268,103309268,"JAN VAN RIEBEECK PRIMﾊRE SKOOL","Q5","base.state_za_wc"
103309297,103309297,"MILNERTON PRIMARY SCHOOL","Q5","base.state_za_wc"
103309300,103309300,"MOUNTAIN ROAD PRIMARY SCHOOL","Q5","base.state_za_wc"
103309307,103309307,"OBSERVATORY JUNIOR","Q5","base.state_za_wc"
103309308,103309308,"KOEBERG PRIMARY SCHOOL","Q5","base.state_za_wc"
103309338,103309338,"SEA POINT PRIMARY SCHOOL","Q5","base.state_za_wc"
103309339,103309339,"SEAMOUNT PRIMARY","Q5","base.state_za_wc"
103309356,103309356,"TABLE VIEW PRIMARY SCHOOL","Q5","base.state_za_wc"
103309357,103309357,"TAMBOERSKLOOF PRIMARY SCHOOL","Q5","base.state_za_wc"
103309363,103309363,"TYGERHOF PRIMARY SCHOOL","Q4","base.state_za_wc"
103309383,103309383,"YSTERPLAAT PRIMARY SCHOOL","Q4","base.state_za_wc"
103309384,103309384,"WOODBRIDGE PRIMARY SCHOOL","Q5","base.state_za_wc"
103310077,103310077,"CHAPEL STREET PRIMARY SCHOOL","Q5","base.state_za_wc"
103310085,103310085,"PRESTWICH STREET PRIMARY SCHOOL","Q5","base.state_za_wc"
103310174,103310174,"CECIL ROAD PRIMARY SCHOOL","Q5","base.state_za_wc"
103310208,103310208,"BUREN HOﾋRSKOOL","Q4","base.state_za_wc"
103310213,103310213,"CAPE TOWN HIGH SCHOOL","Q5","base.state_za_wc"
103310238,103310238,"GOOD HOPE SEMINARY HIGH SCHOOL","Q5","base.state_za_wc"
103310246,103310246,"JAN VAN RIEBEECK HOﾋRSKOOL","Q5","base.state_za_wc"
103310260,103310260,"MILNERTON HIGH SCHOOL","Q5","base.state_za_wc"
103310281,103310281,"QUEENS PARK HIGH SCHOOL","Q5","base.state_za_wc"
103310297,103310297,"SEA POINT HIGH SCHOOL","Q5","base.state_za_wc"
103310301,103310301,"DRYDEN STREET PRIMARY SCHOOL","Q5","base.state_za_wc"
103310307,103310307,"TABLE VIEW HOﾋRSKOOL","Q5","base.state_za_wc"
103310325,103310325,"CAMPS BAY HIGH SCHOOL","Q5","base.state_za_wc"
103310328,103310328,"ZONNEBLOEM NEST SENIOR SCHOOL","Q5","base.state_za_wc"
103310379,103310379,"WALMER ESTATE PRIMARY SCHOOL","Q5","base.state_za_wc"
103311898,103311898,"ST. PAUL'S PRIMARY SCHOOL (BO-KAAP)","Q5","base.state_za_wc"
103313122,103313122,"WALMER SECONDARY SCHOOL","Q5","base.state_za_wc"
103313335,103313335,"TRAFALGAR SECONDARY SCHOOL","Q5","base.state_za_wc"
103313378,103313378,"HAROLD CRESSY HIGH SCHOOL","Q5","base.state_za_wc"
103313416,103313416,"VISTA HIGH SCHOOL","Q5","base.state_za_wc"
103313459,103313459,"SALT RIVER SECONDARY SCHOOL","Q5","base.state_za_wc"
103313920,103313920,"MASIBAMBISANE SECONDARY SCHOOL","Q4","base.state_za_wc"
103313947,103313947,"THEMBELIHLE HIGH SCHOOL","Q2","base.state_za_wc"
103316016,103316016,"RAHMANIYEH PRIMARY SCHOOL","Q5","base.state_za_wc"
103316369,103316369,"HOLY CROSS RC PRIMARY SCHOOL","Q5","base.state_za_wc"
103316563,103316563,"GARDEN VILLAGE PRIMARY SCHOOL","Q4","base.state_za_wc"
103316636,103316636,"SCHOTSCHEKLOOF MOS PRIMARY SCHOOL","Q5","base.state_za_wc"
103316725,103316725,"WESLEY METHODIST PRACTISING SCHOOL","Q5","base.state_za_wc"
103316733,103316733,"ZONNEBLOEM BOYS PRIMARY SCHOOL","Q5","base.state_za_wc"
103316741,103316741,"ZONNEBLOEM GIRLS PRAC. SCHOOL","Q5","base.state_za_wc"
103322113,103322113,"FACTRETON PRIMARY SCHOOL","Q4","base.state_za_wc"
103322121,103322121,"H.J. KRONEBERG JUNIOR PRIMARY SCHOOL","Q5","base.state_za_wc"
103322148,103322148,"KENMERE PRIMARY SCHOOL","Q5","base.state_za_wc"
103322156,103322156,"SUNDERLAND PRIMARY SCHOOL","Q4","base.state_za_wc"
103322164,103322164,"W.D. HENDRICKS PRIMARY SCHOOL","Q4","base.state_za_wc"
103322172,103322172,"WINDERMERE PRIMARY SCHOOL","Q5","base.state_za_wc"
103322180,103322180,"WINGFIELD PRIMARY SCHOOL","Q4","base.state_za_wc"
103322474,103322474,"MARCONI BEAM PRIMARY SCHOOL","Q4","base.state_za_wc"
103323810,103323810,"KENSINGTON SECONDARY SCHOOL","Q5","base.state_za_wc"
103323829,103323829,"MAITLAND HIGH SCHOOL","Q4","base.state_za_wc"
103323837,103323837,"WINDERMERE SEKONDﾊR","Q4","base.state_za_wc"
103323918,103323918,"HARRY GWALA SECONDARY SCHOOL","Q2","base.state_za_wc"
103323926,103323926,"USASAZO SECONDARY SCHOOL","Q2","base.state_za_wc"
103328316,103328316,"ST. JOHN'S RC PRIMARY SCHOOL","Q5","base.state_za_wc"
103353491,103353491,"SINENJONGO HIGH SCHOOL","Q4","base.state_za_wc"
103373443,103373443,"INKWENKWEZI SECONDARY SCHOOL","Q3","base.state_za_wc"
104001051,104001051,"EASTRIDGE CHRISTIAN ACADEMY","Q4","base.state_za_wc"
104041331,104041331,"UKHANYO PRIMARY SCHOOL","Q2","base.state_za_wc"
104304606,104304606,"STAR OF THE SEA CONVENT PRIMARY SCHOOL","Q5","base.state_za_wc"
104309247,104309247,"FISH HOEK PRIMARY SCHOOL","Q5","base.state_za_wc"
104309271,104309271,"BAY PRIMARY SCHOOL","Q5","base.state_za_wc"
104309277,104309277,"KOMMETJIE PRIMARY SCHOOL","Q5","base.state_za_wc"
104309301,104309301,"MUIZENBERG JUNIOR SCHOOL","Q5","base.state_za_wc"
104309316,104309316,"PAUL GREYLING PRIMﾊRE SKOOL","Q5","base.state_za_wc"
104309347,104309347,"SUN VALLEY PRIMARY SCHOOL","Q5","base.state_za_wc"
104310265,104310265,"MUIZENBERG HIGH SCHOOL","Q5","base.state_za_wc"
104310972,104310972,"KLEINBERG PRIMARY SCHOOL","Q4","base.state_za_wc"
104311030,104311030,"MARINE PRIMARY SCHOOL","Q4","base.state_za_wc"
104312245,104312245,"SIMON'S TOWN SCHOOL","Q5","base.state_za_wc"
104313491,104313491,"OCEAN VIEW SECONDARY SCHOOL","Q4","base.state_za_wc"
104314201,104314201,"FISH HOEK HIGH SCHOOL","Q5","base.state_za_wc"
104316466,104316466,"ST. JAMES RC PRIMARY SCHOOL","Q5","base.state_za_wc"
104316849,104316849,"CAPRICORN PRIMARY SCHOOL","Q4","base.state_za_wc"
104373427,104373427,"MASIPHUMELELE HIGH SCHOOL","Q3","base.state_za_wc"
105000798,105000798,"ABBOTT'S COLLEGE RONDEBOSCH","N/A","base.state_za_wc"
105000805,105000805,"FORRES PRIMARY SCHOOL","Q5","base.state_za_wc"
105000814,105000814,"MICHAEL OAK WALDORF SCHOOL","Q5","base.state_za_wc"
105000815,105000815,"MICKLEFIELD SCHOOL","Q5","base.state_za_wc"
105000817,105000817,"ROSEBANK PROGRESS COLLEGE","N/A","base.state_za_wc"
105000820,105000820,"ST. JOSEPH'S COLLEGE","N/A","base.state_za_wc"
105000822,105000822,"CONSTANTIA WALDORF SCHOOL","Q5","base.state_za_wc"
105000823,105000823,"WESTERN PROVINCE PREPARATORY","Q5","base.state_za_wc"
105000844,105000844,"HERSCHEL GIRLS SCHOOL","Q5","base.state_za_wc"
105000876,105000876,"BISHOPS","Q5","base.state_za_wc"
105000935,105000935,"SPRINGFIELD CONVENT OF THE HOLY ROSARY","Q5","base.state_za_wc"
105001047,105001047,"AMBLESIDE SCHOOL OF HOUT BAY","Q5","base.state_za_wc"
105003386,105003386,"ISLAMIA COLLEGE","Q5","base.state_za_wc"
105003390,105003390,"RIVERSIDE PRIMARY SCHOOL","Q5","base.state_za_wc"
105003392,105003392,"THE VINE SCHOOL NPC","Q5","base.state_za_wc"
105006043,105006043,"AL-AZHAR PRIMARY SCHOOL","Q5","base.state_za_wc"
105007061,105007061,"AUBURN HOUSE SCHOOL","Q5","base.state_za_wc"
105007063,105007063,"DARUL ISLAM ISLAMIC HIGH SCHOOL","Q5","base.state_za_wc"
105007066,105007066,"CEDAR HOUSE SCHOOL","Q2","base.state_za_wc"
105007068,105007068,"THE ARK CITY OF REFUGE TRADING AS THE A","Q3","base.state_za_wc"
105007139,105007139,"INTERNATIONAL SCHOOL CAPE TOWN","Q2","base.state_za_wc"
105007192,105007192,"YESHUA CHRISTIAN PRIMARY SCHOOL","Q5","base.state_za_wc"
105007284,105007284,"STAR COLLEGE CAPE TOWN","Q4","base.state_za_wc"
105007304,105007304,"REDDAM HOUSE","Q5","base.state_za_wc"
105007359,105007359,"JUNIOR COLLEGE","Q4","base.state_za_wc"
105007428,105007428,"SHILOAH CHRISTIAN SCHOOL","Q5","base.state_za_wc"
105008025,105008025,"LEAP SCIENCE AND MATHS SCHOOL","N/A","base.state_za_wc"
105008028,105008028,"PREMIER COLLEGE","N/A","base.state_za_wc"
105008180,105008180,"AMERICAN INTERNATIONAL SCHOOL OF CAPE T","Q5","base.state_za_wc"
105008189,105008189,"MADRASSATU TARBIYYAH","Q5","base.state_za_wc"
105008250,105008250,"CITY MISSION EDUCATIONAL SERVICES","Q2","base.state_za_wc"
105008252,105008252,"SILVERSANDS SECONDARY SCHOOL","Q4","base.state_za_wc"
105008291,105008291,"CHRISTEL HOUSE SOUTH AFRICA","Q5","base.state_za_wc"
105008330,105008330,"ORACLE SENIOR SECONDARY SCHOOL (NPC)","N/A","base.state_za_wc"
105008404,105008404,"THE LEADERSHIP COLLEGE","Q4","base.state_za_wc"
105041120,105041120,"THANDOKHULU SECONDARY SCHOOL","Q4","base.state_za_wc"
105062400,105062400,"STARLING PRIMARY SCHOOL","Q4","base.state_za_wc"
105062424,105062424,"RYLANDS PRIMARY SCHOOL","Q5","base.state_za_wc"
105062434,105062434,"PELICAN PARK PRIMARY","Q5","base.state_za_wc"
105062454,105062454,"PELICAN PARK HIGH SCHOOL","Q5","base.state_za_wc"
105062458,105062458,"RYLANDS HIGH SCHOOL","Q5","base.state_za_wc"
105304600,105304600,"ST. JOSEPH'S MARIST JUNIOR","Q5","base.state_za_wc"
105304604,105304604,"ST. ANNE'S PRIMARY SCHOOL","Q5","base.state_za_wc"
105308208,105308208,"PLUMSTEAD PREPARATORY","Q5","base.state_za_wc"
105308212,105308212,"WINDSOR PREPARATORY","Q5","base.state_za_wc"
105309209,105309209,"BERGVLIET PRIMARY SCHOOL","Q5","base.state_za_wc"
105309223,105309223,"CLAREMONT PRIMARY SCHOOL","Q5","base.state_za_wc"
105309246,105309246,"FERNDALE PRIMARY SCHOOL","Q5","base.state_za_wc"
105309253,105309253,"GOLDEN GROVE PRIMARY SCHOOL","Q5","base.state_za_wc"
105309258,105309258,"GREENFIELD GIRLS' PRIMARY SCHOOL","Q5","base.state_za_wc"
105309259,105309259,"GROOTE SCHUUR PRIMARY SCHOOL","Q5","base.state_za_wc"
105309260,105309260,"GROVE PRIMARY SCHOOL","Q5","base.state_za_wc"
105309269,105309269,"JOHN GRAHAM PRIMARY SCHOOL","Q5","base.state_za_wc"
105309273,105309273,"KIRSTENHOF PRIMARY SCHOOL","Q5","base.state_za_wc"
105309283,105309283,"KRONENDAL PRIMARY SCHOOL","Q5","base.state_za_wc"
105309291,105309291,"LLANDUDNO PRIMARY SCHOOL","Q5","base.state_za_wc"
105309306,105309306,"OAKHURST GIRLS' PRIMARY SCHOOL","Q5","base.state_za_wc"
105309330,105309330,"RONDEBOSCH BOYS' PREPARATORY","Q5","base.state_za_wc"
105309331,105309331,"RONDEBOSCH EAST PRIMARY SCHOOL","Q5","base.state_za_wc"
105309332,105309332,"ROSEBANK JUNIOR","Q5","base.state_za_wc"
105309333,105309333,"RUSTENBURG GIRLS' JUNIOR SCHOOL","Q5","base.state_za_wc"
105309334,105309334,"S.A. COLLEGE JUNIOR SCHOOL","Q5","base.state_za_wc"
105309340,105309340,"SIMON VAN DER STEL PRIMﾊRE SKOOL","Q5","base.state_za_wc"
105309343,105309343,"SOUTHFIELD PRIMARY SCHOOL","Q5","base.state_za_wc"
105309348,105309348,"SUNLANDS PRIMARY SCHOOL","Q5","base.state_za_wc"
105309352,105309352,"SWEET VALLEY PRIMARY SCHOOL","Q5","base.state_za_wc"
105309359,105309359,"TIMOUR HALL PRIMARY SCHOOL","Q5","base.state_za_wc"
105309375,105309375,"WESTCOTT PRIMARY SCHOOL","Q5","base.state_za_wc"
105309376,105309376,"KENWYN PRIMARY SCHOOL","Q5","base.state_za_wc"
105309381,105309381,"WYNBERG BOYS' JUNIOR","Q5","base.state_za_wc"
105309382,105309382,"WYNBERG GIRLS' JUNIOR SCHOOL","Q5","base.state_za_wc"
105309386,105309386,"ZWAANSWYK ACADEMY/AKADEMIE","Q5","base.state_za_wc"
105310115,105310115,"ROSMEAD CENTRAL PRIMARY SCHOOL","Q5","base.state_za_wc"
105310123,105310123,"CONSTANTIA PRIMARY SCHOOL","Q4","base.state_za_wc"
