"id","natemis_number","name","natemis_quintile","natemis_province_id"
500211492,500211492,"MJOJI PRIMARY SCHOOL","Q3","base.state_za_nl"
500211529,500211529,"INKOSI MJWAYELI PRIMARY SCHOOL","Q2","base.state_za_nl"
500211566,500211566,"IGUGULABASHA HIGH SCHOOL","Q3","base.state_za_nl"
500211603,500211603,"MKHABELA PRIMARY SCHOOL","Q1","base.state_za_nl"
500211640,500211640,"MKHALIPHI HIGH SCHOOL","Q1","base.state_za_nl"
500211677,500211677,"MKHANDI PRIMARY SCHOOL","Q2","base.state_za_nl"
500211680,500211680,"MPANZAKAZI PRIMARY SCHOOL","Q1","base.state_za_nl"
500211714,500211714,"MKHAYA PRIMARY SCHOOL","Q1","base.state_za_nl"
500211751,500211751,"MKHAZANE PUBLIC PRIMARY SCHOOL","Q2","base.state_za_nl"
500211788,500211788,"MKHAZENI PRIMARY SCHOOL","Q2","base.state_za_nl"
500211825,500211825,"MKHIZE COMBINED SCHOOL","Q2","base.state_za_nl"
500211899,500211899,"MKHOBA PRIMARY SCHOOL","Q2","base.state_za_nl"
500211936,500211936,"MKHOBENI HIGH SCHOOL","Q2","base.state_za_nl"
500211973,500211973,"MKHOBOSA PRIMARY SCHOOL","Q3","base.state_za_nl"
500212010,500212010,"MKHOLOMBE  PRIMARY   SCHOOL","Q1","base.state_za_nl"
500212047,500212047,"MKHOMAZANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500212084,500212084,"MKHOMBISI HIGH SCHOOL","Q2","base.state_za_nl"
500212121,500212121,"MKHONJANE PRIMARY SCHOOL","Q1","base.state_za_nl"
500212158,500212158,"MKHONJENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500212195,500212195,"MKHONTO HIGH SCHOOL","Q2","base.state_za_nl"
500212232,500212232,"MKHULUNYELWA PRIMARY SCHOOL","Q3","base.state_za_nl"
500212269,500212269,"MKHUNJINI PRIMARY SCHOOL","Q2","base.state_za_nl"
500212306,500212306,"MKHUPHANE PRIMARY SCHOOL","Q1","base.state_za_nl"
500212343,500212343,"MKHUPHULANGWENYA COMBINED SCHOOL","Q1","base.state_za_nl"
500212380,500212380,"MKHUZANE PRIMARY SCHOOL","Q1","base.state_za_nl"
500212417,500212417,"MKHWANTSHI PRIMARY SCHOOL","Q1","base.state_za_nl"
500212454,500212454,"MKLOMELO J.P SCHOOL","Q3","base.state_za_nl"
500212491,500212491,"MKUZE PRIMARY SCHOOL","Q4","base.state_za_nl"
500212528,500212528,"MLAMLELI PRIMARY SCHOOL","Q3","base.state_za_nl"
500212565,500212565,"MLAMULA PRIMARY SCHOOL","Q2","base.state_za_nl"
500212602,500212602,"MLANDOWETHU SECONDARY SCHOOL","Q1","base.state_za_nl"
500212676,500212676,"MLIMELENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500212713,500212713,"MLINGANISWA PRIMARY SCHOOL","Q2","base.state_za_nl"
500212787,500212787,"MLOKOTHWA HIGH SCHOOL","Q3","base.state_za_nl"
500212824,500212824,"MLOLI PRIMARY SCHOOL","Q1","base.state_za_nl"
500212861,500212861,"MLOMOKAZULU HIGH SCHOOL","Q3","base.state_za_nl"
500212898,500212898,"MLONDE HIGH SCHOOL","Q2","base.state_za_nl"
500212935,500212935,"MLONDOLOZI SECONDARY SCHOOL","Q3","base.state_za_nl"
500212972,500212972,"MLONYENII COMBINED SCHOOL","Q1","base.state_za_nl"
500213009,500213009,"MLOVU  PRIMARY SCHOOL","Q1","base.state_za_nl"
500213046,500213046,"MLUNGISI SECONDARY SCHOOL","Q3","base.state_za_nl"
500213083,500213083,"MMEMEZI HIGH SCHOOL","Q2","base.state_za_nl"
500213120,500213120,"MMISO HIGH SCHOOL","Q2","base.state_za_nl"
500213157,500213157,"MNAFU JUNIOR PRIMARY SCHOOL","Q3","base.state_za_nl"
500213194,500213194,"MNAMATHA PRIMARY SCHOOL","Q2","base.state_za_nl"
500213231,500213231,"MNAMBITHI PRIMARY SCHOOL","Q3","base.state_za_nl"
500213268,500213268,"MNDENI PRIMARY SCHOOL","Q3","base.state_za_nl"
500213305,500213305,"MNGAMPONDO PRIMARY SCHOOL","Q2","base.state_za_nl"
500213342,500213342,"MNGANIWAKHE HIGH SCHOOL","Q3","base.state_za_nl"
500213379,500213379,"INKOSI MNGAYI PRIMARY SCHOOL","Q3","base.state_za_nl"
500213453,500213453,"MNGOMENI HIGH SCHOOL","Q1","base.state_za_nl"
500213490,500213490,"MNOTHO PRIMARY SCHOOL","Q4","base.state_za_nl"
500213527,500213527,"MNQAGAYI PRIMARY SCHOOL","Q3","base.state_za_nl"
500213564,500213564,"MNQAKWE PUBLIC PRIMARY SCHOOL","Q1","base.state_za_nl"
500213601,500213601,"MNQANDI HIGH SCHOOL","Q2","base.state_za_nl"
500213638,500213638,"MNQOBOKAZI PRIMARY SCHOOL","Q2","base.state_za_nl"
500213675,500213675,"MNTANENKOSI SECONDARY SCHOOL","Q1","base.state_za_nl"
500213712,500213712,"MNTIMANDE SCHOOL","Q3","base.state_za_nl"
500213749,500213749,"MNTONJANI   SECONDARY SCHOOL","Q2","base.state_za_nl"
500213786,500213786,"MUNTONOKUDLA SECONDARY SCHOOL","Q3","base.state_za_nl"
500213823,500213823,"MNTUNGWA PRIMARY SCHOOL","Q1","base.state_za_nl"
500213860,500213860,"MNTWANUNGAMIZIZWE HIGH SCHOOL","Q1","base.state_za_nl"
500213897,500213897,"NOMDUMO COMBINED SCHOOL","Q2","base.state_za_nl"
500213934,500213934,"MNYAKANYA HIGH SCHOOL","Q2","base.state_za_nl"
500214008,500214008,"MNYAMANA MEMORIAL HIGH SCHOOL","Q1","base.state_za_nl"
500214045,500214045,"MNYAMANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500214082,500214082,"MNYAMANDE  SECONDARY SCHOOL","Q3","base.state_za_nl"
500214119,500214119,"MNYAME PRIMARY SCHOOL","Q2","base.state_za_nl"
500214156,500214156,"MNYAMENI ZENEX SECONDARY SCHOOL","Q3","base.state_za_nl"
500214193,500214193,"MNYAYIZA PRIMARY SCHOOL","Q1","base.state_za_nl"
500214267,500214267,"MOFU PRIMARY SCHOOL","Q2","base.state_za_nl"
500214341,500214341,"MOMBENI PRIMARY SCHOOL","Q2","base.state_za_nl"
500214378,500214378,"MOME PRIMARY SCHOOL","Q1","base.state_za_nl"
500214415,500214415,"MONA PRIMARY SCHOOL","Q1","base.state_za_nl"
500214452,500214452,"MONDISA PRIMARY SCHOOL","Q1","base.state_za_nl"
500214489,500214489,"MONDLO SECONDARY SCHOOL","Q3","base.state_za_nl"
500214526,500214526,"MONTARENA SECONDARY SCHOOL","Q4","base.state_za_nl"
500214563,500214563,"Montclair Junior Primary School","Q5","base.state_za_nl"
500214600,500214600,"MONTCLAIR SENIOR PRIMARY","Q5","base.state_za_nl"
500214637,500214637,"MONTEBELLO PRIMARY SCHOOL","Q2","base.state_za_nl"
500214674,500214674,"MONTFORD PRIMARY SCHOOL","Q4","base.state_za_nl"
500214748,500214748,"MONUMENT School / Skool","Q5","base.state_za_nl"
500214785,500214785,"MANYONGA LOWER PRIMARY SCHOOL","Q1","base.state_za_nl"
500214822,500214822,"MONZI ULOA PRIMARY  SCHOOL","Q1","base.state_za_nl"
500214859,500214859,"MOOI RIVER PRIMARY SCHOOL","Q4","base.state_za_nl"
500214896,500214896,"MOORLANDS PRIMARY SCHOOL","Q4","base.state_za_nl"
500214970,500214970,"MOORTON HEIGHTS PRIMARY SCHOOL","Q4","base.state_za_nl"
500215007,500215007,"MOPHELA PRIMARY SCHOOL","Q2","base.state_za_nl"
500215044,500215044,"MORESON PRIMARY SCHOOL","Q1","base.state_za_nl"
500215081,500215081,"MORNING STAR  PRIMARY  SCHOOL","Q1","base.state_za_nl"
500215118,500215118,"MORNINGSIDE INTERMEDIATE SCHOOL","Q1","base.state_za_nl"
500215155,500215155,"Morningside Primary School","Q5","base.state_za_nl"
500215192,500215192,"MORTON ESTATES PRIMARY SCHOOL","Q1","base.state_za_nl"
500215229,500215229,"MOSES ZIKHALI HIGH SCHOOL","Q2","base.state_za_nl"
500215266,500215266,"MOSSDALE PRIMARY SCHOOL","Q1","base.state_za_nl"
500215303,500215303,"MOTALA HEIGHTS COMBINED SCHOOL","Q3","base.state_za_nl"
500215340,500215340,"MT CURRIE SENIOR SECONDARY SCHOOL","Q3","base.state_za_nl"
500215377,500215377,"MOUNT ERNESTINA COMBINED SCHOOL","Q2","base.state_za_nl"
500215414,500215414,"MOUNT NGWIBI PRIMARY SCHOOL","Q1","base.state_za_nl"
500215525,500215525,"MOUNTAIN HOME JUNIOR PRIMARY SCHOOL","Q3","base.state_za_nl"
500215562,500215562,"MOUNTAIN RISE PRIMARY SCHOOL","Q5","base.state_za_nl"
500215599,500215599,"MOUNTAIN VIEW PRIMARY SCHOOL","Q1","base.state_za_nl"
500215636,500215636,"MOUNTHAVEN PRIMARY SCHOOL","Q3","base.state_za_nl"
500215673,500215673,"MOUNTVIEW SECONDARY SCHOOL","Q4","base.state_za_nl"
500215710,500215710,"MOWAT PARK HIGH SCHOOL","Q5","base.state_za_nl"
500215747,500215747,"MOWBRAY PRIMARY SCHOOL","Q2","base.state_za_nl"
500215784,500215784,"MOY PRIMARY SCHOOL","Q2","base.state_za_nl"
500215821,500215821,"MOYAMUHLE PRIMARY SCHOOL","Q2","base.state_za_nl"
500215858,500215858,"MOYAMUHLE PRIMARY SCHOOL","Q1","base.state_za_nl"
500215932,500215932,"MOZI PRIMARY SCHOOL","Q1","base.state_za_nl"
500215969,500215969,"MPALAZA PRIMARY SCHOOL","Q1","base.state_za_nl"
500216006,500216006,"MPANDE HIGH SCHOOL","Q3","base.state_za_nl"
500216043,500216043,"MPHAYA PRIMARY SCHOOL","Q3","base.state_za_nl"
500216117,500216117,"MPELENYANE PRIMARY SCHOOL","Q3","base.state_za_nl"
500216154,500216154,"MPEMBENI  PRIMARY SCHOOL","Q1","base.state_za_nl"
500216191,500216191,"MPEMVAAN PRIMARY SCHOOL","Q1","base.state_za_nl"
500216228,500216228,"MPEMVU PRIMARY SCHOOL","Q3","base.state_za_nl"
500216265,500216265,"MPENGWANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500216302,500216302,"MPEPHOSE SECONDARY SCHOOL","Q2","base.state_za_nl"
500216339,500216339,"MPHAHLENI SECONDARY SCHOOL","Q2","base.state_za_nl"
500216376,500216376,"MPHAKATHINI PRIMARY SCHOOL","Q1","base.state_za_nl"
500216413,500216413,"MPHATHISWANA PRIMARY SCHOOL","Q2","base.state_za_nl"
500216450,500216450,"MPHAZIMA PRIMARY SCHOOL","Q2","base.state_za_nl"
500216487,500216487,"MPHELANDABA HIGH SCHOOL","Q3","base.state_za_nl"
500216524,500216524,"MPHEMBA SECONDARY SCHOOL","Q1","base.state_za_nl"
500216561,500216561,"MPHENDU PRIMARY SCHOOL","Q1","base.state_za_nl"
500216598,500216598,"MPHEPHETHA PRIMARY SCHOOL","Q1","base.state_za_nl"
500216635,500216635,"MPHONDI PRIMARY SCHOOL","Q2","base.state_za_nl"
500216672,500216672,"MPHOTHI PRIMARY SCHOOL","Q1","base.state_za_nl"
500216709,500216709,"PRINCE MPIKANINA HIGH SCHOOL","Q1","base.state_za_nl"
500216746,500216746,"MPIKAYIZEKANYE HIGH SCHOOL","Q1","base.state_za_nl"
500216783,500216783,"MPILONDE PRIMARY SCHOOL","Q1","base.state_za_nl"
500216820,500216820,"MPINDISO HIGH SCHOOL","Q3","base.state_za_nl"
500216857,500216857,"MPIYAKHE SECONDARY SCHOOL","Q2","base.state_za_nl"
500216894,500216894,"INTUTHUKO PRIMARY SCHOOL","Q2","base.state_za_nl"
500216931,500216931,"MPOFANA PRIMARY SCHOOL","Q2","base.state_za_nl"
500216968,500216968,"MPOFANYANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500217005,500217005,"MPOFINI SECONDARY SCHOOL","Q3","base.state_za_nl"
500217042,500217042,"MPOFINI PRIMARY SCHOOL","Q2","base.state_za_nl"
500217116,500217116,"MPOLIMPOLINI PRIMARY SCHOOL","Q1","base.state_za_nl"
500217153,500217153,"MPOLWENI SECONDARY SCHOOL","Q3","base.state_za_nl"
500217190,500217190,"MPOMPOLWANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500217264,500217264,"MPOPHOMENI HIGH SCHOOL","Q3","base.state_za_nl"
500217301,500217301,"MPOTHOLO PRIMARY SCHOOL","Q1","base.state_za_nl"
500217338,500217338,"MPUCUKO PRIMARY SCHOOL","Q2","base.state_za_nl"
500217375,500217375,"MPUKUNYONI   PRIMARY SCHOOL","Q3","base.state_za_nl"
500217412,500217412,"MPULULE PRIMARY SCHOOL","Q2","base.state_za_nl"
500217449,500217449,"MPUMALANGA SENIOR PRIMARY SCHOOL","Q2","base.state_za_nl"
500217486,500217486,"MPUMAZE PRIMARY SCHOOL","Q2","base.state_za_nl"
500217523,500217523,"MPUMLWANE PRIMARY SCHOOL","Q1","base.state_za_nl"
500217560,500217560,"MPUMUZI PRIMARY SCHOOL","Q1","base.state_za_nl"
500217597,500217597,"MPUNGAMHLOPHE SECONDARY SCHOOL","Q2","base.state_za_nl"
500217671,500217671,"MQAMATHI HIGH SCHOOL","Q1","base.state_za_nl"
500217708,500217708,"MQAMU PRIMARY SCHOOL","Q1","base.state_za_nl"
500217745,500217745,"MQANGQALA PRIMARY SCHOOL","Q1","base.state_za_nl"
500217782,500217782,"MQEDANDABA HIGH SCHOOL","Q1","base.state_za_nl"
500217819,500217819,"MQEDI  SENIOR PRIMARY  SCHOOL","Q1","base.state_za_nl"
500217856,500217856,"MQHAKAMA HIGH SCHOOL","Q2","base.state_za_nl"
500217893,500217893,"MQHATHI PRIMARY SCHOOL","Q3","base.state_za_nl"
500217930,500217930,"MQHAWE HIGH SCHOOL","Q3","base.state_za_nl"
500217967,500217967,"MQHIYAMA PRIMARY SCHOOL","Q1","base.state_za_nl"
500218004,500218004,"MQINISENI SECONDARY SCHOOL","Q1","base.state_za_nl"
500218041,500218041,"MQOLOMBENI PRIMARY SCHOOL","Q2","base.state_za_nl"
500218078,500218078,"MQWABE PRIMARY SCHOOL","Q1","base.state_za_nl"
500218115,500218115,"MSAYINA PRIMARY SCHOOL","Q2","base.state_za_nl"
500218152,500218152,"MSEBE PRIMARY SCHOOL","Q2","base.state_za_nl"
500218189,500218189,"MSELENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500218263,500218263,"MSENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500218300,500218300,"MSENTELI PRIMARY SCHOOL","Q1","base.state_za_nl"
500218337,500218337,"MSHANELOWESIZWE HIGH SCHOOL","Q1","base.state_za_nl"
500218374,500218374,"MSHANGUZANA SENIOR SECONDARY SCHOOL","Q1","base.state_za_nl"
500218411,500218411,"MSHIYANE SECONDARY SCHOOL","Q1","base.state_za_nl"
500218448,500218448,"MSHIYWA PRIMARY SCHOOL","Q2","base.state_za_nl"
500218485,500218485,"MSHOBASHOBI PRIMARY SCHOOL","Q2","base.state_za_nl"
500218522,500218522,"MSHWATHI MEMORIAL PRIMARY SCHOOL","Q1","base.state_za_nl"
500218559,500218559,"MSHWESHWE HIGH SCHOOL","Q3","base.state_za_nl"
500218596,500218596,"MSIMBU SECONDARY SCHOOL","Q1","base.state_za_nl"
500218633,500218633,"MSIMUDE HIGH SCHOOL","Q3","base.state_za_nl"
500218670,500218670,"MSINGA HIGH SCHOOL","Q2","base.state_za_nl"
500218707,500218707,"MSITHA  PRIMARY SCHOOL","Q1","base.state_za_nl"
500218744,500218744,"MSIYANE SECONDARY SCHOOL","Q2","base.state_za_nl"
500218781,500218781,"MSIZI DUBE PRIMARY SCHOOL","Q3","base.state_za_nl"
500218818,500218818,"MSIZIWAMAKRISTU PRIMARY SCHOOL","Q3","base.state_za_nl"
500218855,500218855,"MSUSHWANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500218892,500218892,"MTAKAYISE PRIMARY SCHOOL","Q1","base.state_za_nl"
500218929,500218929,"NTENDEKA COMBINED SCHOOL","Q2","base.state_za_nl"
500219003,500219003,"MTHAWENGA PRIMARY SCHOOL","Q1","base.state_za_nl"
500219040,500219040,"MTHENDESECONDARYSCHOOL","Q1","base.state_za_nl"
500219077,500219077,"MTHENGENI HIGH SCHOOL","Q3","base.state_za_nl"
500219114,500219114,"MTHETHOMUSHA S P SCHOOL","Q2","base.state_za_nl"
500219188,500219188,"MTHINTENI PRIMARY SCHOOL","Q2","base.state_za_nl"
500219225,500219225,"MTHIYAQHWA SECONDARY SCHOOL","Q2","base.state_za_nl"
500219262,500219262,"MTHOLANGQONDO SECONDARY SCHOOL","Q2","base.state_za_nl"
500219299,500219299,"MTHOLI PRIMARY SCHOOL","Q1","base.state_za_nl"
500219336,500219336,"MTHOMBENI  PRIMARY SCHOOL","Q3","base.state_za_nl"
500219373,500219373,"MTHOMBOTHI PRIMARY SCHOOL","Q2","base.state_za_nl"
500219410,500219410,"MTHOMBOWESIZWE HIGH SCHOOL","Q1","base.state_za_nl"
500219447,500219447,"MTHOMBOWOLWAZI PRIMARY SCHOOL","Q1","base.state_za_nl"
500219484,500219484,"MTHONGA SECONDARY SCHOOL","Q1","base.state_za_nl"
500219521,500219521,"MTHUBI PRIMARY SCHOOL","Q2","base.state_za_nl"
500219558,500219558,"MTHUKUTHELI PRIMARY SCHOOL","Q2","base.state_za_nl"
500219595,500219595,"MTHUKWANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500219632,500219632,"MTHUNZIWOXOLO SECONDARY SCHOOL","Q1","base.state_za_nl"
500219669,500219669,"MTHUSI HIGH SCHOOL","Q2","base.state_za_nl"
500219706,500219706,"MTHWADLANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500219743,500219743,"MTHWANA PRIMARY SCHOOL","Q3","base.state_za_nl"
500219780,500219780,"MTIKINI PRIMARY SCHOOL","Q1","base.state_za_nl"
500219817,500219817,"MTIWE PRIMARY SCHOOL","Q1","base.state_za_nl"
500219854,500219854,"MTSHAKELA SECONDARY SCHOOL","Q1","base.state_za_nl"
500219891,500219891,"MTSHEKULA HIGH SCHOOL","Q2","base.state_za_nl"
500220039,500220039,"MTUBA PRIMARY SCHOOL","Q3","base.state_za_nl"
500220076,500220076,"MTUBATUBA PRIMARY SCHOOL","Q4","base.state_za_nl"
500220113,500220113,"MTUMASELI HIGH SCHOOL","Q1","base.state_za_nl"
500220224,500220224,"INQABAYAMAZIMELA  HIGH  SCHOOL","Q2","base.state_za_nl"
500220261,500220261,"MTWALUME PRIMARY SCHOOL","Q3","base.state_za_nl"
500220298,500220298,"MTHWALUME PRIMARY SCHOOL","Q2","base.state_za_nl"
500220335,500220335,"MTHWALUME HIGH SCHOOL","Q1","base.state_za_nl"
500220372,500220372,"MTWAZI COMBINED SCHOOL","Q2","base.state_za_nl"
500220409,500220409,"MUDEN SECONDARYSCHOOL","Q2","base.state_za_nl"
500220466,500220466,"MUHLEKAZI PRIMARY SCHOOL","Q2","base.state_za_nl"
500220483,500220483,"MUKELANI PRIMARY SCHOOL","Q4","base.state_za_nl"
500220557,500220557,"MUMBE  PRIMARY  SCHOOL","Q1","base.state_za_nl"
500220594,500220594,"MUNDI SECONDARY SCHOOL","Q2","base.state_za_nl"
500220631,500220631,"MUNGA PRIMARY SCHOOL","Q2","base.state_za_nl"
500220668,500220668,"MUNTU HIGH SCHOOL","Q1","base.state_za_nl"
500220705,500220705,"MUNTUZA FULL SERVICE SCHOOL","Q3","base.state_za_nl"
500220742,500220742,"MUNYU PRIMARY SCHOOL","Q1","base.state_za_nl"
500220779,500220779,"MUNYWANA PRIMARY SCHOOL","Q1","base.state_za_nl"
500220816,500220816,"MURCHISON COMBINED PRIMARY SCHOOL","Q3","base.state_za_nl"
500220853,500220853,"MUSI PRIMARY SCHOOL","Q2","base.state_za_nl"
500220890,500220890,"MUTHIDLWE PRIMARY SCHOOL","Q1","base.state_za_nl"
500220927,500220927,"MUZIKAWUTHANDWA HIGH SCHOOL","Q2","base.state_za_nl"
500220964,500220964,"MUZIKAYISE PRIMARY SCHOOL","Q3","base.state_za_nl"
500221001,500221001,"MUZIWABANTU PRIMARY SCHOOL","Q3","base.state_za_nl"
500221038,500221038,"MUZIWENGQONDO  SECONDARY SCHOOL","Q2","base.state_za_nl"
500221075,500221075,"MUZIWEPHAHLA SECONDARY SCHOOL","Q2","base.state_za_nl"
500221112,500221112,"MUZOKHANYAYO HIGH SCHOOL","Q3","base.state_za_nl"
500221149,500221149,"MUZOMUHLE PRIMARY SCHOOL","Q4","base.state_za_nl"
500221186,500221186,"MUZUVUKILE PRIMARY SCHOOL","Q3","base.state_za_nl"
500221223,500221223,"MUZUYAQOKWA PRIMARY SCHOOL","Q1","base.state_za_nl"
500221260,500221260,"MVABA  SECONDARY SCHOOL","Q3","base.state_za_nl"
500221334,500221334,"MVAYIZA PRIMARY SCHOOL","Q1","base.state_za_nl"
500221408,500221408,"MVINI PRIMARY SCHOOL","Q2","base.state_za_nl"
500221445,500221445,"MVUBU STATE AIDED PRIMARY SCHOOL","Q1","base.state_za_nl"
500221482,500221482,"MVULAZI PRIMARY SCHOOL","Q2","base.state_za_nl"
500221519,500221519,"MVUMASE COMBINED SCHOOL","Q1","base.state_za_nl"
500221556,500221556,"MVUTHULUKA SECONDARY SCHOOL","Q1","base.state_za_nl"
500221593,500221593,"MVUTSHINI HIGH SCHOOL","Q1","base.state_za_nl"
500221630,500221630,"MVUYO PRIMARY SCHOOL","Q2","base.state_za_nl"
500221667,500221667,"MVUZANE  PRIMARY  SCHOOL","Q1","base.state_za_nl"
500221704,500221704,"MVUZINI SENIOR SECONDARY SCHOOL","Q3","base.state_za_nl"
500221741,500221741,"MWELASE PRIMARY SCHOOL","Q1","base.state_za_nl"
500221778,500221778,"MXOSHENI COMBINED SCHOOL","Q1","base.state_za_nl"
500221852,500221852,"MYEKA HIGH SCHOOL","Q3","base.state_za_nl"
500221926,500221926,"MZAMO HIGH SCHOOL","Q3","base.state_za_nl"
500222000,500222000,"MZIKI PRIMARY SCHOOL","Q1","base.state_za_nl"
500222037,500222037,"MZILA FULL SERVICE SCHOOL","Q1","base.state_za_nl"
500222074,500222074,"MZILANKATHA JUNIOR SECONDARY SCHOOL","Q1","base.state_za_nl"
500222111,500222111,"MZIMBA PRIMARY SCHOOL","Q3","base.state_za_nl"
500222148,500222148,"MZINGAZI PRIMARY SCHOOL","Q3","base.state_za_nl"
500222185,500222185,"MZINGELWA PRIMARY SCHOOL","Q1","base.state_za_nl"
500222222,500222222,"MZINGEZWI SECONDARY SCHOOL","Q1","base.state_za_nl"
500222259,500222259,"MZINGWENYA PRIMARY SCHOOL","Q4","base.state_za_nl"
500222296,500222296,"MZINYENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500222333,500222333,"MZIWAMANDLA HIGH SCHOOL","Q3","base.state_za_nl"
500222370,500222370,"MZIWENKOSI PRIMARY SCHOOL","Q1","base.state_za_nl"
500222407,500222407,"MZIWETHU HIGH SCHOOL","Q3","base.state_za_nl"
500222444,500222444,"MZIYONKE PRIMARY SCHOOL","Q1","base.state_za_nl"
500222481,500222481,"MZOMUSHA PRIMARY SCHOOL","Q1","base.state_za_nl"
500222518,500222518,"MZOMUSHA PRIMARY SCHOOL","Q3","base.state_za_nl"
500222555,500222555,"MZONDI PRIMARY SCHOOL","Q2","base.state_za_nl"
500222592,500222592,"MZONIWE SECONDARY SCHOOL","Q2","base.state_za_nl"
500222629,500222629,"MZUKELA PRIMARY SCHOOL","Q2","base.state_za_nl"
500222666,500222666,"MZUVELE HIGH SCHOOL","Q3","base.state_za_nl"
500222740,500222740,"MZWENDABA PRIMARY  SCHOOL","Q3","base.state_za_nl"
500222777,500222777,"MZWILILI PRIMARY SCHOOL","Q3","base.state_za_nl"
500222814,500222814,"NADI PRIMARY SCHOOL","Q3","base.state_za_nl"
500222851,500222851,"NAGARI PRACHARNI PRIMARY SCHOOL","Q5","base.state_za_nl"
500222888,500222888,"NAIDOO MEMORIAL PRIMARY SCHOOL","Q4","base.state_za_nl"
500222925,500222925,"NAIDOOVILLE PRIMARY SCHOOL","Q4","base.state_za_nl"
500222962,500222962,"NAMAKAZI PRIMARY SCHOOL","Q3","base.state_za_nl"
500222999,500222999,"NAMANENI SECONDARY SCHOOL","Q1","base.state_za_nl"
500223036,500223036,"NANI JUNIOR SECONDARY SCHOOL","Q2","base.state_za_nl"
500223073,500223073,"NANSIMFUNDO PRIMARY SCHOOL","Q1","base.state_za_nl"
500223110,500223110,"NANSINDLELA PRIMARY SCHOOL","Q3","base.state_za_nl"
500223147,500223147,"NANSINDLELA COMBINED SCHOOL","Q2","base.state_za_nl"
500223184,500223184,"NARDINI CONVENT SCHOOL","N/A","base.state_za_nl"
500223258,500223258,"ROSEWAYWALDORF SCHOOL","N/A","base.state_za_nl"
500223295,500223295,"NATEST PRIMARY SCHOOL","Q4","base.state_za_nl"
500223332,500223332,"NATHANIEL SABELO SECONDARY SCHOOL","Q3","base.state_za_nl"
500223369,500223369,"NCAKUBANA  PRIMARY  SCHOOL","Q2","base.state_za_nl"
500223406,500223406,"NCANDU COMBINED SCHOOL","Q1","base.state_za_nl"
500223480,500223480,"NCECENI PRIMARY SCHOOL","Q2","base.state_za_nl"
500223517,500223517,"MEHLATHATHANI PRIMARY SCHOOL","Q2","base.state_za_nl"
500223554,500223554,"NCEMANENI COMBINED SCHOOL","Q2","base.state_za_nl"
500223591,500223591,"NCEPHENI PRIMARY SCHOOL","Q1","base.state_za_nl"
500223628,500223628,"NCIBIDWANE PRIMARY SCHOOL","Q2","base.state_za_nl"
500223665,500223665,"NCINCI  JUNIOR PRIMARY SCHOOL","Q3","base.state_za_nl"
500223702,500223702,"ST CHAD'S HIGH SCHOOL","Q3","base.state_za_nl"
500223739,500223739,"NCIYA HIGH SCHOOL","Q2","base.state_za_nl"
500223776,500223776,"MLOTSHWA SECONDARY SCHOOL","Q1","base.state_za_nl"
500223813,500223813,"NCOMANI HIGH SCHOOL","Q2","base.state_za_nl"
500223850,500223850,"NCOME COMBINED PRIMARY SCHOOL","Q2","base.state_za_nl"
500223887,500223887,"NCOTSHANE PRIMARY SCHOOL","Q3","base.state_za_nl"
500223924,500223924,"NCWABAKAZI PRIMARY SCHOOL","Q1","base.state_za_nl"
500223961,500223961,"NCWADI PRIMARY SCHOOL","Q2","base.state_za_nl"
500224035,500224035,"NDABAKAZIBUZWA SECONDARY SCHOOL","Q1","base.state_za_nl"
500224072,500224072,"NDABAMBI COMBINED PRIMARY SCHOOL","Q1","base.state_za_nl"
500224109,500224109,"NDABANHLE PRIMARY SCHOOL","Q3","base.state_za_nl"
500224146,500224146,"NDABANKULU PRIMARY SCHOOL","Q1","base.state_za_nl"
500224183,500224183,"NDABAYAKHE PRIMARY SCHOOL","Q3","base.state_za_nl"
500224220,500224220,"NDABAZEZWE LOWER PRIMARY SCHOOL","Q3","base.state_za_nl"
500224257,500224257,"NDABENHLE PRIMARY SCHOOL","Q2","base.state_za_nl"
500224294,500224294,"NDABENHLE PRIMARY SCHOOL","Q3","base.state_za_nl"
500224331,500224331,"NDABEZIPHEZULU HIGH SCHOOL","Q1","base.state_za_nl"
500224368,500224368,"NDABEZITHA PRIMARY SCHOOL","Q1","base.state_za_nl"
500224405,500224405,"NDABISEKHAYA HIGH SCHOOL","Q2","base.state_za_nl"
500224442,500224442,"NDABOMUHLE PRIMARY SCHOOL","Q3","base.state_za_nl"
500224479,500224479,"PRINCE NDABUKO HIGH SCHOOL","Q2","base.state_za_nl"
500224516,500224516,"NDALELA HIGH SCHOOL","Q3","base.state_za_nl"
500224553,500224553,"NDABIKHONA PRIMARY SCHOOL","Q2","base.state_za_nl"
